valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.021845858544111252,0.11698891222476959,0,27,,
,,0,27,0.15819552540779114,
,,1,49,,0.020382093265652657
0.018715690821409225,0.10880963504314423,1,55,,
,,1,55,0.11264791339635849,
0.016772540286183357,0.09949742257595062,2,83,,
,,2,83,0.1040463000535965,
,,3,99,,0.016173893585801125
0.014415118843317032,0.08818437904119492,3,111,,
,,3,111,0.09536673128604889,
0.012890581972897053,0.0775134265422821,4,139,,
,,4,139,0.08585839718580246,
,,5,149,,0.011380537413060665
0.012897554785013199,0.07724180072546005,5,167,,
,,5,167,0.08041371405124664,
0.012560985051095486,0.07656528800725937,6,195,,
,,6,195,0.07835747301578522,
,,7,199,,0.012632706202566624
0.012225834652781487,0.07447502762079239,7,223,,
,,7,223,0.0773288831114769,
,,8,249,,0.012864975258708
0.012206603772938251,0.0743989422917366,8,251,,
,,8,251,0.07634076476097107,
0.01256745308637619,0.07525947690010071,9,279,,
,,9,279,0.07526186108589172,
,,10,299,,0.01264104899019003
0.012183411046862602,0.07461685687303543,10,307,,
,,10,307,0.07415743917226791,
0.01222413219511509,0.0737697184085846,11,335,,
,,11,335,0.07364007085561752,
,,12,349,,0.011529980227351189
0.012186539359390736,0.07344171404838562,12,363,,
,,12,363,0.07277990132570267,
0.01196589320898056,0.07393950968980789,13,391,,
,,13,391,0.07209586352109909,
,,14,399,,0.012026473879814148
0.01179620623588562,0.0715843215584755,14,419,,
,,14,419,0.07152803242206573,
0.011625522747635841,0.07093311846256256,15,447,,
,,15,447,0.07084580510854721,
,,16,449,,0.011038998141884804
0.011960254050791264,0.07265613973140717,16,475,,
,,16,475,0.07064180821180344,
,,17,499,,0.01114361360669136
0.011558479629456997,0.07089255005121231,17,503,,
,,17,503,0.07030445337295532,
0.011469771154224873,0.07210297137498856,18,531,,
,,18,531,0.06970851868391037,
,,19,549,,0.01042669266462326
0.011524202302098274,0.07134947180747986,19,559,,
,,19,559,0.06933068484067917,
