valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.04435081034898758,0.16169849038124084,0,41,,
,,0,41,0.18326200544834137,
,,1,49,,0.03296288847923279
0.03749154508113861,0.14697059988975525,1,83,,
,,1,83,0.14201150834560394,
,,2,99,,0.02717508003115654
0.02973758988082409,0.1308809071779251,2,125,,
,,2,125,0.12630575895309448,
,,3,149,,0.02327795699238777
0.028199955821037292,0.12607240676879883,3,167,,
,,3,167,0.11413959413766861,
,,4,199,,0.019697073847055435
0.028425192460417747,0.12606850266456604,4,209,,
,,4,209,0.1109505370259285,
,,5,249,,0.021117504686117172
0.02765469253063202,0.12455690652132034,5,251,,
,,5,251,0.10991901159286499,
0.0276193805038929,0.12496060132980347,6,293,,
,,6,293,0.10888365656137466,
,,7,299,,0.02153671905398369
0.027813972905278206,0.12454865872859955,7,335,,
,,7,335,0.10823465138673782,
,,8,349,,0.020648736506700516
0.027117136865854263,0.12369466572999954,8,377,,
,,8,377,0.10749383270740509,
,,9,399,,0.019910059869289398
0.02671007066965103,0.12324323505163193,9,419,,
,,9,419,0.10716654360294342,
,,10,449,,0.019166789948940277
0.027121929451823235,0.12314896285533905,10,461,,
,,10,461,0.1064816266298294,
,,11,499,,0.019287746399641037
0.026885276660323143,0.12269508838653564,11,503,,
,,11,503,0.10619045048952103,
0.02666637860238552,0.12217371165752411,12,545,,
,,12,545,0.10600660741329193,
,,13,549,,0.019409090280532837
0.02643303945660591,0.12221647799015045,13,587,,
,,13,587,0.10512779653072357,
,,14,599,,0.016647635027766228
0.026394439861178398,0.1214182898402214,14,629,,
,,14,629,0.10470166057348251,
,,15,649,,0.019636211916804314
0.02600276656448841,0.1212783232331276,15,671,,
,,15,671,0.10472656041383743,
,,16,699,,0.020304735749959946
0.02612854354083538,0.12173682451248169,16,713,,
,,16,713,0.1040184423327446,
,,17,749,,0.018768446519970894
0.025973832234740257,0.12125542014837265,17,755,,
,,17,755,0.10381077229976654,
0.02632025070488453,0.12132143974304199,18,797,,
,,18,797,0.10334045439958572,
,,19,799,,0.017871564254164696
0.02638968639075756,0.12124987691640854,19,839,,
,,19,839,0.10318713635206223,
