train_loss,epoch,step,valid_loss,valid_MAE,train_MAE
0.034263454377651215,0,49,,,
,0,54,0.032191202044487,0.09826872497797012,
,0,54,,,0.16007578372955322
0.033156540244817734,1,99,,,
,1,109,0.028712932020425797,0.0969260111451149,
,1,109,,,0.12474263459444046
0.03239937499165535,2,149,,,
,2,164,0.027652764692902565,0.0939258337020874,
,2,164,,,0.12075582146644592
0.030029483139514923,3,199,,,
,3,219,0.025947686284780502,0.09334523230791092,
,3,219,,,0.11895689368247986
0.026969004422426224,4,249,,,
,4,274,0.022308193147182465,0.09453567117452621,
,4,274,,,0.11695132404565811
0.023093461990356445,5,299,,,
,5,329,0.014872094616293907,0.08671661466360092,
,5,329,,,0.10939758270978928
0.01928856410086155,6,349,,,
,6,384,0.010436085984110832,0.07384043186903,
,6,384,,,0.10049843043088913
0.0167761892080307,7,399,,,
,7,439,0.006823408417403698,0.05970238149166107,
,7,439,,,0.09202394634485245
0.014650858938694,8,449,,,
,8,494,0.00530904158949852,0.05316760018467903,
,8,494,,,0.08580575883388519
0.013771378435194492,9,499,,,
0.013452664948999882,9,549,,,
,9,549,0.004900934174656868,0.050523605197668076,
,9,549,,,0.08242017030715942
0.0121690034866333,10,599,,,
,10,604,0.004924987908452749,0.04955941438674927,
,10,604,,,0.08046562969684601
0.012470300309360027,11,649,,,
,11,659,0.0047655305825173855,0.04938751086592674,
,11,659,,,0.07879231125116348
0.011985416524112225,12,699,,,
,12,714,0.004694681614637375,0.048717811703681946,
,12,714,,,0.07764691859483719
0.012279079295694828,13,749,,,
,13,769,0.00443399278447032,0.04768946394324303,
,13,769,,,0.07653409987688065
0.01116050872951746,14,799,,,
,14,824,0.004677422344684601,0.047929052263498306,
,14,824,,,0.07559267431497574
0.011753590777516365,15,849,,,
,15,879,0.004597433842718601,0.04729275032877922,
,15,879,,,0.07465518265962601
0.012000669725239277,16,899,,,
,16,934,0.004481635056436062,0.046636585146188736,
,16,934,,,0.07384002953767776
0.011852695606648922,17,949,,,
,17,989,0.004272690042853355,0.04525688663125038,
,17,989,,,0.07301042973995209
0.011134043335914612,18,999,,,
,18,1044,0.0040973215363919735,0.044536687433719635,
,18,1044,,,0.07207021117210388
0.010660693980753422,19,1049,,,
0.011101286858320236,19,1099,,,
,19,1099,0.003992695361375809,0.04330601170659065,
,19,1099,,,0.07097633928060532
