valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.023318156599998474,0.12207034230232239,0,27,,
,,0,27,0.14653557538986206,
,,1,49,,0.019444577395915985
0.019374029710888863,0.11303690075874329,1,55,,
,,1,55,0.10831653326749802,
0.014659883454442024,0.0984623059630394,2,83,,
,,2,83,0.09928426146507263,
,,3,99,,0.01443414855748415
0.013104823417961597,0.08716094493865967,3,111,,
,,3,111,0.08841168135404587,
0.011882261373102665,0.08250653743743896,4,139,,
,,4,139,0.08093801140785217,
,,5,149,,0.013555788435041904
0.01068904995918274,0.07751316577196121,5,167,,
,,5,167,0.0789189487695694,
0.010721727274358273,0.07747342437505722,6,195,,
,,6,195,0.0774712786078453,
,,7,199,,0.012886110693216324
0.00990376342087984,0.07360757887363434,7,223,,
,,7,223,0.07630056142807007,
,,8,249,,0.011935833841562271
0.010523563250899315,0.07492133975028992,8,251,,
,,8,251,0.07567334920167923,
0.008642321452498436,0.06929369270801544,9,279,,
,,9,279,0.07469018548727036,
,,10,299,,0.011566102504730225
0.009748782962560654,0.07148384302854538,10,307,,
,,10,307,0.07422404736280441,
0.008816800080239773,0.06695543229579926,11,335,,
,,11,335,0.07335572689771652,
,,12,349,,0.011705183424055576
0.008360473439097404,0.06495065242052078,12,363,,
,,12,363,0.07283668965101242,
0.008854919113218784,0.06680375337600708,13,391,,
,,13,391,0.07278800010681152,
,,14,399,,0.012002045288681984
0.00864721555262804,0.06462698429822922,14,419,,
,,14,419,0.07187844067811966,
0.008483956567943096,0.06402424722909927,15,447,,
,,15,447,0.07122138142585754,
,,16,449,,0.010916460305452347
0.007954630069434643,0.06129634380340576,16,475,,
,,16,475,0.07084981352090836,
,,17,499,,0.010415889322757721
0.008982891216874123,0.06631189584732056,17,503,,
,,17,503,0.07037032395601273,
0.008817078545689583,0.06558657437562943,18,531,,
,,18,531,0.0700000673532486,
,,19,549,,0.010786490514874458
0.00795718189328909,0.060903556644916534,19,559,,
,,19,559,0.06976836174726486,
