valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.035104237496852875,0.14364244043827057,0,41,,
,,0,41,0.19889934360980988,
,,1,49,,0.046583231538534164
0.023462260141968727,0.11756884306669235,1,83,,
,,1,83,0.1558685451745987,
,,2,99,,0.033888280391693115
0.02085009589791298,0.11315174400806427,2,125,,
,,2,125,0.14170560240745544,
,,3,149,,0.02924080193042755
0.019140522927045822,0.10895921289920807,3,167,,
,,3,167,0.13530315458774567,
,,4,199,,0.02440641261637211
0.017750052735209465,0.10338575392961502,4,209,,
,,4,209,0.12740609049797058,
,,5,249,,0.02137680910527706
0.01694435253739357,0.1007952019572258,5,251,,
,,5,251,0.1192682608962059,
0.01658748649060726,0.10011596977710724,6,293,,
,,6,293,0.11325395107269287,
,,7,299,,0.01990029215812683
0.016338514164090157,0.10002225637435913,7,335,,
,,7,335,0.11013548076152802,
,,8,349,,0.018907813355326653
0.016276834532618523,0.09999514371156693,8,377,,
,,8,377,0.10823237150907516,
,,9,399,,0.020879078656435013
0.01634243316948414,0.10010067373514175,9,419,,
,,9,419,0.1069556251168251,
,,10,449,,0.019387487322092056
0.016103608533740044,0.09917008876800537,10,461,,
,,10,461,0.10591427981853485,
,,11,499,,0.019016394391655922
0.01610935851931572,0.09955364465713501,11,503,,
,,11,503,0.10520877689123154,
0.015981722623109818,0.09877490252256393,12,545,,
,,12,545,0.1045083999633789,
,,13,549,,0.018598847091197968
0.015986988320946693,0.09881867468357086,13,587,,
,,13,587,0.10397576540708542,
,,14,599,,0.018277360126376152
0.01585645042359829,0.09829722344875336,14,629,,
,,14,629,0.10353058576583862,
,,15,649,,0.018656373023986816
0.015818104147911072,0.09818468987941742,15,671,,
,,15,671,0.10310781747102737,
,,16,699,,0.01824248395860195
0.015778960660099983,0.09805207699537277,16,713,,
,,16,713,0.10264622420072556,
,,17,749,,0.017847692593932152
0.01575796864926815,0.09756504744291306,17,755,,
,,17,755,0.10224322229623795,
0.015633249655365944,0.09699279814958572,18,797,,
,,18,797,0.10189992189407349,
,,19,799,,0.018168458715081215
0.015593618154525757,0.09668120741844177,19,839,,
,,19,839,0.10153419524431229,
