valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.02861412614583969,0.11097286641597748,0,27,,
,,0,27,0.18474531173706055,
,,1,49,,0.030315302312374115
0.02091156132519245,0.1039685606956482,1,55,,
,,1,55,0.12316964566707611,
0.01879584603011608,0.10694852471351624,2,83,,
,,2,83,0.11776696890592575,
,,3,99,,0.021698715165257454
0.018062826246023178,0.1071135625243187,3,111,,
,,3,111,0.11148711293935776,
0.017375187948346138,0.10484138131141663,4,139,,
,,4,139,0.10676594078540802,
,,5,149,,0.017914917320013046
0.016428044065833092,0.10090322047472,5,167,,
,,5,167,0.10220391303300858,
0.015167045406997204,0.0933733731508255,6,195,,
,,6,195,0.09587030857801437,
,,7,199,,0.01542646624147892
0.014200081117451191,0.08636458218097687,7,223,,
,,7,223,0.08901505172252655,
,,8,249,,0.012985019013285637
0.013782237656414509,0.08212466537952423,8,251,,
,,8,251,0.08440790325403214,
0.01254736166447401,0.07955646514892578,9,279,,
,,9,279,0.08184067904949188,
,,10,299,,0.01300455816090107
0.012861729599535465,0.07916565984487534,10,307,,
,,10,307,0.080482617020607,
0.012610042467713356,0.078947514295578,11,335,,
,,11,335,0.07930533587932587,
,,12,349,,0.011675150133669376
0.012520975433290005,0.07774361222982407,12,363,,
,,12,363,0.07835265249013901,
0.012135653756558895,0.0767519548535347,13,391,,
,,13,391,0.07758790254592896,
,,14,399,,0.012525850906968117
0.01197897456586361,0.07704019546508789,14,419,,
,,14,419,0.07694776356220245,
0.011970771476626396,0.07635562121868134,15,447,,
,,15,447,0.07625240832567215,
,,16,449,,0.011542174033820629
0.011720354668796062,0.07562599331140518,16,475,,
,,16,475,0.07571370899677277,
,,17,499,,0.011617148295044899
0.01150842010974884,0.0748714730143547,17,503,,
,,17,503,0.07496973872184753,
0.011703206226229668,0.07386284321546555,18,531,,
,,18,531,0.07450857013463974,
,,19,549,,0.012311432510614395
0.011450826190412045,0.07332568615674973,19,559,,
,,19,559,0.07385978102684021,
