train_loss,epoch,step
0.027570417150855064,0,49
0.026247341185808182,0,99
0.021027563139796257,0,149
0.017130214720964432,0,199
0.018721681088209152,0,249
0.01353374496102333,0,299
0.0207761749625206,0,349
0.01515251025557518,0,399
0.021720092743635178,0,449
