train_loss,epoch,step,valid_loss,valid_MAE,train_MAE
0.042888253927230835,0,49,,,
0.03731219843029976,0,99,,,
0.02927478216588497,0,149,,,
0.026960525661706924,0,199,,,
0.02295546978712082,0,249,,,
0.022995060309767723,0,299,,,
0.020524654537439346,0,349,,,
0.01668362319469452,0,399,,,
0.0180354006588459,0,449,,,
0.01801563985645771,0,499,,,
,0,538,0.015219273045659065,0.09084948152303696,
,0,538,,,0.12409082055091858
0.015578805468976498,1,549,,,
0.01596156135201454,1,599,,,
0.015177527442574501,1,649,,,
0.014180915430188179,1,699,,,
0.013551468029618263,1,749,,,
0.013588703237473965,1,799,,,
0.014569781720638275,1,849,,,
0.013116189278662205,1,899,,,
0.015399757772684097,1,949,,,
0.016165032982826233,1,999,,,
0.01521517988294363,1,1049,,,
,1,1077,0.013995452784001827,0.08575690537691116,
,1,1077,,,0.09211844205856323
0.016482515260577202,2,1099,,,
0.01412709429860115,2,1149,,,
0.013534944504499435,2,1199,,,
0.01687091588973999,2,1249,,,
0.012913316488265991,2,1299,,,
0.013580575585365295,2,1349,,,
0.015271427109837532,2,1399,,,
0.013919453136622906,2,1449,,,
0.014300964772701263,2,1499,,,
0.014002246782183647,2,1549,,,
0.01285181101411581,2,1599,,,
,2,1616,0.013200098648667336,0.08080403506755829,
,2,1616,,,0.0867103710770607
0.013415087014436722,3,1649,,,
0.014272806234657764,3,1699,,,
0.014627078548073769,3,1749,,,
0.013225200586020947,3,1799,,,
0.014912445098161697,3,1849,,,
0.011249536648392677,3,1899,,,
0.01297831628471613,3,1949,,,
0.015013904310762882,3,1999,,,
0.012966486625373363,3,2049,,,
0.013988472521305084,3,2099,,,
0.013619481585919857,3,2149,,,
,3,2155,0.012823434546589851,0.07780996710062027,
,3,2155,,,0.08288268744945526
0.012214451096951962,4,2199,,,
0.012812532484531403,4,2249,,,
0.012274916283786297,4,2299,,,
0.01286955177783966,4,2349,,,
0.013653702102601528,4,2399,,,
0.014192101545631886,4,2449,,,
0.012414278462529182,4,2499,,,
0.012264896184206009,4,2549,,,
0.012276890687644482,4,2599,,,
0.01585107296705246,4,2649,,,
,4,2694,0.012394871562719345,0.0752679854631424,
,4,2694,,,0.08040180802345276
0.01383097656071186,5,2699,,,
0.011775752529501915,5,2749,,,
0.014549079351127148,5,2799,,,
0.012229224666953087,5,2849,,,
0.012049022130668163,5,2899,,,
0.01330393087118864,5,2949,,,
0.011795700527727604,5,2999,,,
0.013824786059558392,5,3049,,,
0.013303137384355068,5,3099,,,
0.012284847907721996,5,3149,,,
0.011735186912119389,5,3199,,,
,5,3233,0.012056618928909302,0.0733511671423912,
,5,3233,,,0.07850059121847153
0.013610251247882843,6,3249,,,
0.013109385035932064,6,3299,,,
0.012273111380636692,6,3349,,,
0.014176254160702229,6,3399,,,
0.01485359389334917,6,3449,,,
0.013707664795219898,6,3499,,,
0.013828991912305355,6,3549,,,
0.014346965588629246,6,3599,,,
0.010756716132164001,6,3649,,,
0.013593127951025963,6,3699,,,
0.014343892224133015,6,3749,,,
,6,3772,0.011901124380528927,0.07263792306184769,
,6,3772,,,0.07711481302976608
0.01091590616852045,7,3799,,,
0.01330492366105318,7,3849,,,
0.01116570457816124,7,3899,,,
0.011808441951870918,7,3949,,,
0.014143498614430428,7,3999,,,
0.01378172542899847,7,4049,,,
0.013656558468937874,7,4099,,,
0.01349680032581091,7,4149,,,
0.012146588414907455,7,4199,,,
0.012774289585649967,7,4249,,,
0.01303867157548666,7,4299,,,
,7,4311,0.011686721816658974,0.07300644367933273,
,7,4311,,,0.07594569772481918
0.012674042955040932,8,4349,,,
0.012564844451844692,8,4399,,,
0.011911319568753242,8,4449,,,
0.011668638326227665,8,4499,,,
0.01087784394621849,8,4549,,,
0.012371868826448917,8,4599,,,
0.013157185167074203,8,4649,,,
0.013015199452638626,8,4699,,,
0.011513126082718372,8,4749,,,
0.012619792483747005,8,4799,,,
0.010631268844008446,8,4849,,,
,8,4850,0.011621597222983837,0.07098633050918579,
,8,4850,,,0.07518237084150314
0.01082039438188076,9,4899,,,
0.010899619199335575,9,4949,,,
0.01301724836230278,9,4999,,,
0.01156298816204071,9,5049,,,
0.011356638744473457,9,5099,,,
0.012038667686283588,9,5149,,,
0.011874775402247906,9,5199,,,
0.012232556007802486,9,5249,,,
0.011725862510502338,9,5299,,,
0.011398382484912872,9,5349,,,
,9,5389,0.011524573899805546,0.07057138532400131,
,9,5389,,,0.07452519237995148
0.012846174649894238,10,5399,,,
0.0116967698559165,10,5449,,,
0.01111668162047863,10,5499,,,
0.010467449203133583,10,5549,,,
0.01115937065333128,10,5599,,,
0.012823947705328465,10,5649,,,
0.011151411570608616,10,5699,,,
0.011879987083375454,10,5749,,,
0.011545490473508835,10,5799,,,
0.009610635228455067,10,5849,,,
0.011740007437765598,10,5899,,,
,10,5928,0.011425747536122799,0.07035265862941742,
,10,5928,,,0.07395429909229279
0.013038461096584797,11,5949,,,
0.012854179367423058,11,5999,,,
0.013013279996812344,11,6049,,,
0.010980762541294098,11,6099,,,
0.01166319940239191,11,6149,,,
0.013470880687236786,11,6199,,,
0.010259013622999191,11,6249,,,
0.012409009970724583,11,6299,,,
0.010838892310857773,11,6349,,,
0.011944343335926533,11,6399,,,
0.01086638867855072,11,6449,,,
,11,6467,0.011412560939788818,0.07021772116422653,
,11,6467,,,0.07355553656816483
0.012820238247513771,12,6499,,,
0.01158387865871191,12,6549,,,
0.010132336989045143,12,6599,,,
0.012250014580786228,12,6649,,,
0.010707295499742031,12,6699,,,
0.011789705604314804,12,6749,,,
0.013143426738679409,12,6799,,,
0.012830788269639015,12,6849,,,
0.010887356474995613,12,6899,,,
0.011525665409862995,12,6949,,,
0.010571394115686417,12,6999,,,
,12,7006,0.011258458718657494,0.06972291320562363,
,12,7006,,,0.07303397357463837
0.012292428873479366,13,7049,,,
0.010511895641684532,13,7099,,,
0.012478092685341835,13,7149,,,
0.010028980672359467,13,7199,,,
0.010863615199923515,13,7249,,,
0.010718747973442078,13,7299,,,
0.014693791046738625,13,7349,,,
0.009734092280268669,13,7399,,,
0.011890336871147156,13,7449,,,
0.01005854457616806,13,7499,,,
,13,7545,0.01118489820510149,0.06938635557889938,
,13,7545,,,0.07278995960950851
0.01192900538444519,14,7549,,,
0.0116448774933815,14,7599,,,
0.011268939822912216,14,7649,,,
0.012269356288015842,14,7699,,,
0.012624637223780155,14,7749,,,
0.01144140213727951,14,7799,,,
0.013254160061478615,14,7849,,,
0.012985575012862682,14,7899,,,
0.013226019218564034,14,7949,,,
0.011762413196265697,14,7999,,,
0.011719265952706337,14,8049,,,
,14,8084,0.011224277317523956,0.06846056878566742,
,14,8084,,,0.07249052077531815
0.013108894228935242,15,8099,,,
0.015138290822505951,15,8149,,,
0.013019426725804806,15,8199,,,
0.0076844776049256325,15,8249,,,
0.01060949545353651,15,8299,,,
0.010801705531775951,15,8349,,,
0.01291740220040083,15,8399,,,
0.011351965367794037,15,8449,,,
0.011375096626579762,15,8499,,,
0.011806037276983261,15,8549,,,
0.011275981552898884,15,8599,,,
,15,8623,0.011233142577111721,0.06895651668310165,
,15,8623,,,0.07220674306154251
0.008313308469951153,16,8649,,,
0.011593378148972988,16,8699,,,
0.011714489199221134,16,8749,,,
0.011652793735265732,16,8799,,,
0.010773086920380592,16,8849,,,
0.011403942480683327,16,8899,,,
0.009100942872464657,16,8949,,,
0.010984095744788647,16,8999,,,
0.011880545876920223,16,9049,,,
0.01237548142671585,16,9099,,,
0.010746082291007042,16,9149,,,
,16,9162,0.011087345890700817,0.06831753998994827,
,16,9162,,,0.07197053730487823
0.014208896085619926,17,9199,,,
0.010187845677137375,17,9249,,,
0.010934454388916492,17,9299,,,
0.011687652207911015,17,9349,,,
0.012407059781253338,17,9399,,,
0.01343077328056097,17,9449,,,
0.014567523263394833,17,9499,,,
0.011118253692984581,17,9549,,,
0.012017833068966866,17,9599,,,
0.011269222013652325,17,9649,,,
0.010507512837648392,17,9699,,,
,17,9701,0.011312373913824558,0.0696459710597992,
,17,9701,,,0.07186003774404526
0.013422523625195026,18,9749,,,
0.01163321640342474,18,9799,,,
0.012708699330687523,18,9849,,,
0.011996866203844547,18,9899,,,
0.012532656081020832,18,9949,,,
0.0129673071205616,18,9999,,,
0.009944437071681023,18,10049,,,
0.0144885228946805,18,10099,,,
0.012318067252635956,18,10149,,,
0.0124084847047925,18,10199,,,
,18,10240,0.011056332848966122,0.06806368380784988,
,18,10240,,,0.0715833306312561
0.010759060271084309,19,10249,,,
0.012101313099265099,19,10299,,,
0.01425451785326004,19,10349,,,
0.011166127398610115,19,10399,,,
0.011689635924994946,19,10449,,,
0.010218843817710876,19,10499,,,
0.011716416105628014,19,10549,,,
0.011473855003714561,19,10599,,,
0.01257853303104639,19,10649,,,
0.011239620856940746,19,10699,,,
0.014278179965913296,19,10749,,,
,19,10779,0.01116599328815937,0.0690881535410881,
,19,10779,,,0.07139657437801361
0.011858975514769554,20,10799,,,
0.015311753377318382,20,10849,,,
0.011787674389779568,20,10899,,,
0.0103985033929348,20,10949,,,
0.011466728523373604,20,10999,,,
0.011201703920960426,20,11049,,,
0.010482685640454292,20,11099,,,
0.012692603282630444,20,11149,,,
0.010202795267105103,20,11199,,,
0.012073730118572712,20,11249,,,
0.01006668247282505,20,11299,,,
,20,11318,0.011041141115128994,0.0679621547460556,
,20,11318,,,0.07139266282320023
0.011518379673361778,21,11349,,,
0.013105308637022972,21,11399,,,
0.011186178773641586,21,11449,,,
0.011361300013959408,21,11499,,,
0.009884366765618324,21,11549,,,
0.011895686388015747,21,11599,,,
0.011342831887304783,21,11649,,,
0.009659374132752419,21,11699,,,
0.012355143204331398,21,11749,,,
0.012134543620049953,21,11799,,,
0.010806327685713768,21,11849,,,
,21,11857,0.010970703326165676,0.06681526452302933,
