valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.06240542605519295,0.20037221908569336,0,41,,
,,0,41,0.20412151515483856,
,,1,49,,0.04860149696469307
0.0539834164083004,0.18282054364681244,1,83,,
,,1,83,0.1629645824432373,
,,2,99,,0.038157783448696136
0.04461695998907089,0.16746042668819427,2,125,,
,,2,125,0.1482197493314743,
,,3,149,,0.0317363440990448
0.040280409157276154,0.15953613817691803,3,167,,
,,3,167,0.13902658224105835,
,,4,199,,0.027922794222831726
0.03736129030585289,0.15306366980075836,4,209,,
,,4,209,0.13303284347057343,
,,5,249,,0.02451193705201149
0.033974599093198776,0.146528422832489,5,251,,
,,5,251,0.12630446255207062,
0.0302189402282238,0.1374674290418625,6,293,,
,,6,293,0.11698881536722183,
,,7,299,,0.021066559478640556
0.02935270220041275,0.1337609887123108,7,335,,
,,7,335,0.11050328612327576,
,,8,349,,0.019347740337252617
0.02916712686419487,0.13310076296329498,8,377,,
,,8,377,0.10794597864151001,
,,9,399,,0.019552094861865044
0.028804205358028412,0.1320452243089676,9,419,,
,,9,419,0.10634076595306396,
,,10,449,,0.019885417073965073
0.029132574796676636,0.13260607421398163,10,461,,
,,10,461,0.10532616078853607,
,,11,499,,0.018531983718276024
0.02865653671324253,0.13185454905033112,11,503,,
,,11,503,0.10455304384231567,
0.028554048389196396,0.13144788146018982,12,545,,
,,12,545,0.10373032838106155,
,,13,549,,0.018189307302236557
0.02839958854019642,0.13086222112178802,13,587,,
,,13,587,0.10311770439147949,
,,14,599,,0.01858103834092617
0.02795773185789585,0.13020466268062592,14,629,,
,,14,629,0.10251906514167786,
,,15,649,,0.01766994036734104
0.02750912681221962,0.1293327510356903,15,671,,
,,15,671,0.10194074362516403,
,,16,699,,0.01801123097538948
0.02744944952428341,0.12929154932498932,16,713,,
,,16,713,0.1014396920800209,
,,17,749,,0.01868676207959652
0.027113771066069603,0.12874838709831238,17,755,,
,,17,755,0.10097591578960419,
0.026846803724765778,0.1281082034111023,18,797,,
,,18,797,0.10048024356365204,
,,19,799,,0.017122570425271988
0.02681170590221882,0.1279647797346115,19,839,,
,,19,839,0.10002972185611725,
