valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.02271575853228569,0.1059141606092453,0,27,,
,,0,27,0.16380256414413452,
,,1,49,,0.025065580382943153
0.017554713413119316,0.09900341928005219,1,55,,
,,1,55,0.12066172063350677,
0.015869371592998505,0.09380704164505005,2,83,,
,,2,83,0.11330640316009521,
,,3,99,,0.02032933570444584
0.015129555948078632,0.09108256548643112,3,111,,
,,3,111,0.10780221968889236,
0.014503574930131435,0.08933581411838531,4,139,,
,,4,139,0.10358322411775589,
,,5,149,,0.016563881188631058
0.013558088801801205,0.08295343071222305,5,167,,
,,5,167,0.09820947051048279,
0.013233713805675507,0.07674738764762878,6,195,,
,,6,195,0.08977186679840088,
,,7,199,,0.01447612140327692
0.013205381110310555,0.07444429397583008,7,223,,
,,7,223,0.08351632207632065,
,,8,249,,0.012647608295083046
0.013028232380747795,0.07230855524539948,8,251,,
,,8,251,0.08061111718416214,
0.013031469658017159,0.07221687585115433,9,279,,
,,9,279,0.07894362509250641,
,,10,299,,0.01278622169047594
0.012983130291104317,0.07157779484987259,10,307,,
,,10,307,0.07810211181640625,
0.012802991084754467,0.0712425708770752,11,335,,
,,11,335,0.0769849419593811,
,,12,349,,0.013250092044472694
0.012762955389916897,0.07084833830595016,12,363,,
,,12,363,0.07639577984809875,
0.01270174141973257,0.07043212652206421,13,391,,
,,13,391,0.07564914971590042,
,,14,399,,0.013056148774921894
0.012649625539779663,0.07032369077205658,14,419,,
,,14,419,0.07513279467821121,
0.012724666856229305,0.06995745003223419,15,447,,
,,15,447,0.07463819533586502,
,,16,449,,0.01259006466716528
0.012711305171251297,0.0701042115688324,16,475,,
,,16,475,0.07418373972177505,
,,17,499,,0.011015655472874641
0.01267335470765829,0.07067228108644485,17,503,,
,,17,503,0.0736687183380127,
0.012707101181149483,0.06928927451372147,18,531,,
,,18,531,0.07334597408771515,
