valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.038866620510816574,0.1527678221464157,0,41,,
,,0,41,0.1994565725326538,
,,1,49,,0.04657046124339104
0.03625830262899399,0.14444297552108765,1,83,,
,,1,83,0.16663751006126404,
,,2,99,,0.043400973081588745
0.03114788606762886,0.13505953550338745,2,125,,
,,2,125,0.1569226235151291,
,,3,149,,0.03463181108236313
0.02237880788743496,0.11590271443128586,3,167,,
,,3,167,0.14532974362373352,
,,4,199,,0.03185164928436279
0.020640656352043152,0.11345332860946655,4,209,,
,,4,209,0.13786986470222473,
,,5,249,,0.027493443340063095
0.019230550155043602,0.10937806963920593,5,251,,
,,5,251,0.132965087890625,
0.01808132976293564,0.10446424782276154,6,293,,
,,6,293,0.12599791586399078,
,,7,299,,0.024330193176865578
0.017040638253092766,0.1010848879814148,7,335,,
,,7,335,0.11829695850610733,
,,8,349,,0.020768411457538605
0.016635047271847725,0.10091140866279602,8,377,,
,,8,377,0.11217349022626877,
,,9,399,,0.020099174231290817
0.01667623035609722,0.10161382704973221,9,419,,
,,9,419,0.1090782955288887,
,,10,449,,0.019361650571227074
0.016481641680002213,0.10081460326910019,10,461,,
,,10,461,0.10720527917146683,
,,11,499,,0.01845570094883442
0.016374904662370682,0.1009238213300705,11,503,,
,,11,503,0.10588526725769043,
0.016243506222963333,0.09998340159654617,12,545,,
,,12,545,0.1049528568983078,
,,13,549,,0.01780499890446663
0.016256257891654968,0.09996897727251053,13,587,,
,,13,587,0.10416843742132187,
,,14,599,,0.01883712224662304
0.0160701721906662,0.09928056597709656,14,629,,
,,14,629,0.10351283103227615,
,,15,649,,0.017887698486447334
0.01593022048473358,0.09862688928842545,15,671,,
,,15,671,0.1028062179684639,
,,16,699,,0.01881401613354683
0.015937497839331627,0.0988800898194313,16,713,,
,,16,713,0.10229331254959106,
,,17,749,,0.018009798601269722
0.015857331454753876,0.09835880994796753,17,755,,
,,17,755,0.1016744077205658,
0.01595446839928627,0.09842738509178162,18,797,,
,,18,797,0.10117187350988388,
,,19,799,,0.018570590764284134
0.015853606164455414,0.0981849953532219,19,839,,
,,19,839,0.10069606453180313,
