valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.04470212757587433,0.15974654257297516,0,41,,
,,0,41,0.19011802971363068,
,,1,49,,0.04130027815699577
0.03697126358747482,0.15150180459022522,1,83,,
,,1,83,0.15253297984600067,
,,2,99,,0.03327753767371178
0.032591793686151505,0.14289569854736328,2,125,,
,,2,125,0.14060744643211365,
,,3,149,,0.028092658147215843
0.025639943778514862,0.12604527175426483,3,167,,
,,3,167,0.13217049837112427,
,,4,199,,0.024463586509227753
0.018819740042090416,0.10840476304292679,4,209,,
,,4,209,0.12229669094085693,
,,5,249,,0.020753927528858185
0.01681140623986721,0.10181543231010437,5,251,,
,,5,251,0.11260148137807846,
0.016264671459794044,0.09949849545955658,6,293,,
,,6,293,0.10913435369729996,
,,7,299,,0.019846195355057716
0.01596454344689846,0.09865565598011017,7,335,,
,,7,335,0.10722500830888748,
,,8,349,,0.01892595738172531
0.016167135909199715,0.09961207956075668,8,377,,
,,8,377,0.10595563054084778,
,,9,399,,0.017857609316706657
0.015921467915177345,0.0989132821559906,9,419,,
,,9,419,0.10511220246553421,
,,10,449,,0.01898660883307457
0.015801863744854927,0.09731631726026535,10,461,,
,,10,461,0.10444987565279007,
,,11,499,,0.018303904682397842
0.015525604598224163,0.09639867395162582,11,503,,
,,11,503,0.10382281243801117,
0.01561814732849598,0.09710881859064102,12,545,,
,,12,545,0.10329535603523254,
,,13,549,,0.018211370334029198
0.015439578332006931,0.09641435742378235,13,587,,
,,13,587,0.10287167131900787,
,,14,599,,0.018521185964345932
0.015355081297457218,0.09578949213027954,14,629,,
,,14,629,0.10241112112998962,
,,15,649,,0.017923900857567787
0.015341687947511673,0.09497557580471039,15,671,,
,,15,671,0.10202953219413757,
,,16,699,,0.018017902970314026
0.015167910605669022,0.09446410834789276,16,713,,
,,16,713,0.10159655660390854,
,,17,749,,0.018146974965929985
0.014938405714929104,0.09360766410827637,17,755,,
,,17,755,0.10126020014286041,
0.014689011499285698,0.09236658364534378,18,797,,
,,18,797,0.10079822689294815,
,,19,799,,0.017692947760224342
0.01469060592353344,0.0922054871916771,19,839,,
,,19,839,0.100440114736557,
