valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.06469995528459549,0.2050178498029709,0,41,,
,,0,41,0.2076137363910675,
,,1,49,,0.04952804371714592
0.06018555909395218,0.19421201944351196,1,83,,
,,1,83,0.1675589680671692,
,,2,99,,0.044608037918806076
0.05206090956926346,0.178378164768219,2,125,,
,,2,125,0.156728595495224,
,,3,149,,0.03532014787197113
0.044594358652830124,0.16678039729595184,3,167,,
,,3,167,0.14593465626239777,
,,4,199,,0.03146634250879288
0.04045557603240013,0.1595192700624466,4,209,,
,,4,209,0.13865447044372559,
,,5,249,,0.027223480865359306
0.03605465590953827,0.15103590488433838,5,251,,
,,5,251,0.13132445514202118,
0.031727295368909836,0.14082881808280945,6,293,,
,,6,293,0.12216277420520782,
,,7,299,,0.0216879490762949
0.03022787719964981,0.13618874549865723,7,335,,
,,7,335,0.11448660492897034,
,,8,349,,0.021448075771331787
0.029491646215319633,0.13385000824928284,8,377,,
,,8,377,0.1106819212436676,
,,9,399,,0.0193018801510334
0.02921343967318535,0.13289733231067657,9,419,,
,,9,419,0.10836455225944519,
,,10,449,,0.019320975989103317
0.029429089277982712,0.13281121850013733,10,461,,
,,10,461,0.10680483281612396,
,,11,499,,0.01909656636416912
0.02882203832268715,0.1317266970872879,11,503,,
,,11,503,0.10572446882724762,
0.02873123250901699,0.1313420534133911,12,545,,
,,12,545,0.10476864874362946,
,,13,549,,0.017908116802573204
0.02853401005268097,0.13105040788650513,13,587,,
,,13,587,0.10398529469966888,
,,14,599,,0.018459266051650047
0.028313850983977318,0.13010936975479126,14,629,,
,,14,629,0.10336926579475403,
,,15,649,,0.019042430445551872
0.0279326643794775,0.12927107512950897,15,671,,
,,15,671,0.10278423875570297,
,,16,699,,0.017950372770428658
0.02784786745905876,0.12920738756656647,16,713,,
,,16,713,0.10225174576044083,
,,17,749,,0.017542041838169098
0.027391275390982628,0.12868277728557587,17,755,,
,,17,755,0.10172105580568314,
0.02760050632059574,0.12876594066619873,18,797,,
,,18,797,0.10122383385896683,
,,19,799,,0.018460115417838097
0.02720443531870842,0.12788280844688416,19,839,,
,,19,839,0.10079917311668396,
