valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.04552017152309418,0.1716780662536621,0,27,,
,,0,27,0.1627587229013443,
,,1,49,,0.02682609297335148
0.040959496051073074,0.16181479394435883,1,55,,
,,1,55,0.12003877758979797,
0.03909852355718613,0.15690773725509644,2,83,,
,,2,83,0.11300824582576752,
,,3,99,,0.02000480890274048
0.03803455829620361,0.15439513325691223,3,111,,
,,3,111,0.10821661353111267,
0.036774277687072754,0.15144206583499908,4,139,,
,,4,139,0.1041182279586792,
,,5,149,,0.016949815675616264
0.035026226192712784,0.1468200534582138,5,167,,
,,5,167,0.09956604987382889,
0.032762590795755386,0.14105595648288727,6,195,,
,,6,195,0.09321383386850357,
,,7,199,,0.015109972096979618
0.031508829444646835,0.13782401382923126,7,223,,
,,7,223,0.08577161282300949,
,,8,249,,0.01309130061417818
0.0310553889721632,0.13697606325149536,8,251,,
,,8,251,0.08151555061340332,
0.030980847775936127,0.1370311826467514,9,279,,
,,9,279,0.07947328686714172,
,,10,299,,0.01211616862565279
0.031105898320674896,0.13707038760185242,10,307,,
,,10,307,0.07828952372074127,
0.031045585870742798,0.13682623207569122,11,335,,
,,11,335,0.07739341259002686,
,,12,349,,0.012049502693116665
0.031027741730213165,0.1367679387331009,12,363,,
,,12,363,0.07650919258594513,
0.030914850533008575,0.13678830862045288,13,391,,
,,13,391,0.07591331005096436,
,,14,399,,0.012296052649617195
0.030866598710417747,0.13666106760501862,14,419,,
,,14,419,0.07515981793403625,
0.03087235800921917,0.1369187980890274,15,447,,
,,15,447,0.07455453276634216,
,,16,449,,0.010469305329024792
0.030985111370682716,0.13631311058998108,16,475,,
,,16,475,0.0741071030497551,
,,17,499,,0.012134980410337448
0.03099326603114605,0.13608868420124054,17,503,,
,,17,503,0.07342834770679474,
0.030892718583345413,0.13636472821235657,18,531,,
,,18,531,0.07311635464429855,
